palabra,idioma
Universite,euskara
de,euskara
Pau,euskara
et,euskara
Pays,euskara
de,euskara
l'Adour,euskara
unibertsitateak,euskara
kanpusak,euskara
ditu,euskara
BABen,euskara
.,euskara
Lurralde,euskara
"osorako,",euskara
Udako,euskara
Euskal,euskara
Unibertsitateak,euskara
irakasten,euskara
du,euskara
"euskaraz,",euskara
eta,euskara
Euskal,euskara
Unibertsitatea,euskara
izeneko,euskara
egitasmoak,euskara
2010eko,euskara
hamarkadan,euskara
guztiz,euskara
euskaraz,euskara
funtzionatuko,euskara
duen,euskara
goi,euskara
mailako,euskara
hezkuntza,euskara
eman,euskara
nahi,euskara
du.,euskara
Hizkuntza,euskara
Eskola,euskara
"Ofizialak,",euskara
Musika,euskara
"Kontserbatorioak,",euskara
Arte,euskara
Eskolak,euskara
Hizkuntza,euskara
Eskola,euskara
Ofizialen,euskara
"arloan,",euskara
Hegoaldeko,euskara
eremuetan,euskara
zentru,euskara
ugari,euskara
"dira,",euskara
guztiak,euskara
tokiko,euskara
administrazioaren,euskara
menpe,euskara
eta,euskara
estatu,euskara
mailako,euskara
EEOOII,euskara
(Escuelas,euskara
Oficiales,euskara
de,euskara
Idiomas),euskara
sarean.,euskara
Normalki,euskara
irakasgai,euskara
diren,euskara
hizkuntzak,euskara
tokiko,euskara
eskolaren,euskara
araberakoak,euskara
dira,euskara
[,euskara
159,euskara
],euskara
",",euskara
baina,euskara
ohioenak,euskara
"euskara,",euskara
"ingelesa,",euskara
"frantsesa,",euskara
alemana,euskara
eta,euskara
italiera,euskara
izaten,euskara
"dira,",euskara
eta,euskara
gehienetan,euskara
gaztelera,euskara
(atzerriko,euskara
hizkuntza,euskara
gisa),euskara
eta,euskara
beste,euskara
batzuk,euskara
ere,euskara
bai.,euskara
Hegoaldean,euskara
honako,euskara
eskola,euskara
hauetara,euskara
jo,euskara
dezake,euskara
HEO,euskara
batean,euskara
ikasi,euskara
nahi,euskara
duenak,euskara
[,euskara
160,euskara
],euskara
:,euskara
Bizkaian:,euskara
Barakaldoko,euskara
"HEO,",euskara
Basauriko,euskara
"HEO,",euskara
Bermoko,euskara
"HEO,",euskara
Bilboko,euskara
"HEO,",euskara
Durangoko,euskara
"HEO,",euskara
Getxoko,euskara
"HEO,",euskara
Santurtziko,euskara
HEO,euskara
eta,euskara
Zallako,euskara
HEO.,euskara
Gipuzkoan:,euskara
Eibarko,euskara
"HEO,",euskara
Irungo,euskara
"HEO,",euskara
Ordiziako,euskara
"HEO,",euskara
Donostiako,euskara
HEO,euskara
eta,euskara
Tolosako,euskara
HEO.,euskara
Araban:,euskara
Gasteizko,euskara
HEO.,euskara
Nafarroan:,euskara
Iruñako,euskara
"HEO,",euskara
Tuterako,euskara
HEO,euskara
eta,euskara
Iruñako,euskara
Urrutiko,euskara
HEO.,euskara
Iparraldean,euskara
ez,euskara
dago,euskara
administrazioari,euskara
loturiko,euskara
hizkuntza,euskara
eskola,euskara
"ofizialik,",euskara
baina,euskara
akademia,euskara
eta,euskara
eskolek,euskara
estatuaren,euskara
dirulaguntzak,euskara
ukan,euskara
ditzakete.,euskara
Musika,euskara
eskolei,euskara
"dagokienez,",euskara
irakaskuntza,euskara
zentro,euskara
ugari,euskara
dago,euskara
Euskal,euskara
Herrian,euskara
"zehar,",euskara
baina,euskara
gune,euskara
nagusiak,euskara
honakoak,euskara
dira:,euskara
Donostiako,euskara
Francisco,euskara
Escudero,euskara
Kontserbatorioa,euskara
",",euskara
Bilboko,euskara
Arriaga,euskara
Kontserbatorioa,euskara
",",euskara
Gasteizko,euskara
Jesus,euskara
Guridi,euskara
Kontserbatorioa,euskara
",",euskara
Baionako,euskara
Maurice,euskara
Ravel,euskara
Kontserbatorioa,euskara
eta,euskara
Iruñeko,euskara
Nafarroako,euskara
Kontserbatorioa,euskara
.,euskara
Helduen,euskara
alfabetatze,euskara
eta,euskara
euskalduntzea,euskara
Euskal,euskara
Herri,euskara
osoan,euskara
dago,euskara
hedatuta,euskara
AEK,euskara
erakundea.,euskara
Helduen,euskara
alfabetatze,euskara
eta,euskara
euskalduntze,euskara
prozesuan,euskara
1965.,euskara
urtetik.,euskara
Erakunde,euskara
"honek,",euskara
besteak,euskara
"beste,",euskara
Korrika,euskara
antolatu,euskara
izan,euskara
du,euskara
1980,euskara
.,euskara
urtetik,euskara
"aurrera,",euskara
bi,euskara
urtean,euskara
"behin,",euskara
euskara,euskara
sustatzeko,euskara
asmoa,euskara
duen,euskara
eta,euskara
Euskal,euskara
Herri,euskara
osoan,euskara
zehar,euskara
egiten,euskara
den,euskara
lasterketa,euskara
herrikoia.,euskara
HABE,euskara
",",euskara
Helduen,euskara
Alfabetatze,euskara
eta,euskara
Berreuskalduntzerako,euskara
Erakundea,euskara
",",euskara
EAEko,euskara
Eusko,euskara
Jaurlaritzak,euskara
1983an,euskara
sortutako,euskara
erakundea.,euskara
IKA,euskara
.,euskara
(Ikas,euskara
eta,euskara
Ari),euskara
euskaltegi,euskara
sare,euskara
bat,euskara
da.,euskara
1989an,euskara
sortu,euskara
"zen,",euskara
eta,euskara
Nafarroan,euskara
eta,euskara
Araban,euskara
ditu,euskara
euskaltegiak.,euskara
Kultura,euskara
"Sakontzeko,",euskara
irakurri:,euskara
«,euskara
Euskal,euskara
Herriko,euskara
kultura,euskara
»,euskara
Literatura,euskara
Euskarazko,euskara
literatura,euskara
"Sakontzeko,",euskara
irakurri:,euskara
«,euskara
Euskal,euskara
Herriko,euskara
literaturak,euskara
"»,",euskara
«,euskara
Euskal,euskara
literatura,euskara
"»,",euskara
«,euskara
Ahozko,euskara
euskal,euskara
literatura,euskara
"»,",euskara
«,euskara
Euskal,euskara
haur,euskara
eta,euskara
gazte,euskara
literatura,euskara
»,euskara
eta,euskara
«,euskara
Euskarazko,euskara
komikigintzaren,euskara
historia,euskara
»,euskara
Euskal,euskara
literatura,euskara
idatzia,euskara
oso,euskara
berandu,euskara
agertu,euskara
zen.,euskara
Euskal,euskara
Herriko,euskara
literatura,euskara
nagusia,euskara
mendeetan,euskara
ahozkoa,euskara
izan,euskara
da.,euskara
Lehendabiziko,euskara
zeharkako,euskara
ahozko,euskara
literaturaren,euskara
aipamenak,euskara
1452ko,euskara
Bizkaiko,euskara
Foru,euskara
Zaharrean,euskara
agertu,euskara
ziren.,euskara
Horrek,euskara
emakumeei,euskara
libelo,euskara
sutsu,euskara
moduko,euskara
koplak,euskara
abestea,euskara
debekatu,euskara
zien.,euskara
Orduko,euskara
kronistek,euskara
mota,euskara
horretako,euskara
kopla,euskara
asko,euskara
bildu,euskara
"zituzten,",euskara
batzuek,euskara
herri,euskara
tradizioan,euskara
luzaroan,euskara
zirauten,euskara
eta,euskara
beste,euskara
asko,euskara
transkribatuak,euskara
"ziren,",euskara
adibidez:,euskara
Milia,euskara
Lasturkoren,euskara
eresia,euskara
(,euskara
XV.,euskara
mendea,euskara
"),",euskara
Errodrigo,euskara
Zaratekoaren,euskara
eresia,euskara
(,euskara
XV.,euskara
mendea,euskara
"),",euskara
Pedro,euskara
Abendañoren,euskara
kanta,euskara
(,euskara
1443,euskara
"),",euskara
Martin,euskara
Bañezen,euskara
eresia,euskara
(,euskara
1464,euskara
"),",euskara
Ahetzeko,euskara
anderearen,euskara
hirugarren,euskara
kanta,euskara
(,euskara
1425,euskara
).,euskara
XVI.,euskara
mendean,euskara
Euskal,euskara
literaturan,euskara
",",euskara
Bernart,euskara
Etxepareren,euskara
Linguae,euskara
vasconum,euskara
primitiae,euskara
(,euskara
1545,euskara
),euskara
euskaraz,euskara
inprimatutako,euskara
lehen,euskara
liburua,euskara
izan,euskara
zen,euskara
eta,euskara
XVI.,euskara
mendekoak,euskara
"dira,",euskara
"orobat,",euskara
Joan,euskara
Perez,euskara
Lazarragakoren,euskara
eskuizkribua,euskara
",",euskara
Leizarragaren,euskara
Itun,euskara
Berria,euskara
(euskarazko,euskara
lehen,euskara
"bertsioa),",euskara
atsotitz,euskara
bilduma,euskara
batzuk,euskara
(,euskara
Garibairen,euskara
"bilduma,",euskara
RS,euskara
1596,euskara
",",euskara
etab.],euskara
eta,euskara
doktrinaren,euskara
bat.,euskara
Baina,euskara
ez,euskara
dira,euskara
XVI.,euskara
mendeko,euskara
testu,euskara
horiek,euskara
euskaraz,euskara
dokumentatu,euskara
diren,euskara
testurik,euskara
zaharrenak.,euskara
"(Ikus,",euskara
"esaterako,",euskara
Mitxelenaren,euskara
Textos,euskara
Arcaicos,euskara
Vascos,euskara
eta,euskara
Sarasolaren,euskara
Contribución,euskara
",",euskara
balio,euskara
literario,euskara
handia,euskara
"ez,",euskara
baina,euskara
balio,euskara
historiko-filologiko,euskara
handia,euskara
duten,euskara
testu,euskara
zaharren,euskara
bildumak).,euskara
Euskal,euskara
idazle,euskara
klasikoen,euskara
"artean,",euskara
aipagarri,euskara
dira,euskara
Axular,euskara
eta,euskara
Sarako,euskara
Eskola,euskara
",",euskara
XVII.,euskara
mendean,euskara
.,euskara
Idazle,euskara
gehienak,euskara
apaizak,euskara
ziren,euskara
eta,euskara
Ipar,euskara
Euskal,euskara
Herrikoak.,euskara
XVIII.,euskara
mendean,euskara
",",euskara
"aldiz,",euskara
euskal,euskara
literaturaren,euskara
testigua,euskara
Helgoadera,euskara
igaro,euskara
zen.,euskara
Manuel,euskara
Larramendi,euskara
andoaindarra,euskara
egile,euskara
nagusia,euskara
izango,euskara
da.,euskara
Garaikide,euskara
izan,euskara
zituen,euskara
Joanes,euskara
Etxeberri,euskara
",",euskara
Agustin,euskara
Kardaberaz,euskara
",",euskara
Sebastian,euskara
Mendiburu,euskara
eta,euskara
Peñafloridako,euskara
kondea,euskara
.,euskara
Ilustrazioaren,euskara
ideiek,euskara
Hego,euskara
Euskal,euskara
Herrira,euskara
Literaturan,euskara
ez,euskara
ezik,euskara
zientzia,euskara
guztietan,euskara
ere,euskara
pizkundea,euskara
eraman,euskara
zuten.,euskara
XIX.,euskara
mendean,euskara
zehar,euskara
euskal,euskara
literatura,euskara
modernitatera,euskara
ekartzeko,euskara
lehenengo,euskara
ahaleginak,euskara
egin,euskara
ziren.,euskara
Erromantizismoren,euskara
eskutik,euskara
eta,euskara
egoera,euskara
politikoak,euskara
"bultzatuta,",euskara
pertsonalitate,euskara
handiko,euskara
idazleak,euskara
plazaratuko,euskara
dira:,euskara
Joan,euskara
Antonio,euskara
Mogelk,euskara
Peru,euskara
Abarka,euskara
lehen,euskara
euskal,euskara
eleberria,euskara
idatzi,euskara
"zuen,",euskara
Jose,euskara
Mari,euskara
Iparragirreko,euskara
Euskal,euskara
Herri,euskara
osora,euskara
zabaldu,euskara
ziren,euskara
bertsoak,euskara
eta,euskara
kantak,euskara
idatzi,euskara
"zituen,",euskara
Bizenta,euskara
Mogel,euskara
",",euskara
Bilintx,euskara
",",euskara
Joan,euskara
Piarres,euskara
Duvoisin,euskara
",",euskara
Joan,euskara
Batista,euskara
Elizanburu,euskara
...,euskara
[,euskara
161,euskara
],euskara
[,euskara
162,euskara
],euskara
XIX.,euskara
mendearen,euskara
"hasieran,",euskara
1803an,euskara
hain,euskara
"zuzen,",euskara
argitaratu,euskara
zen,euskara
haurrentzako,euskara
euskarazko,euskara
lehen,euskara
"liburua,",euskara
Juan,euskara
Bautista,euskara
Aguirrek,euskara
idatzitako,euskara
katixima,euskara
bat:,euskara
Confesioco,euskara
eta,euskara
Comunioco,euskara
Sacramentuen,euskara
gañean,euskara
"Eracusaldiac,",euskara
lenvicico,euskara
Comunioraco,euskara
prestatu,euskara
bear,euskara
diran,euskara
"Aurrentzat,",euskara
eta,euskara
bidez,euskara
Cristau,euskara
acientzat,euskara
ere,euskara
bai,euskara
.,euskara
Urtebete,euskara
"beranduago,",euskara
1804an,euskara
",",euskara
Bizenta,euskara
Mogelek,euskara
(1782-1854),euskara
Ipui,euskara
onac,euskara
alegi,euskara
liburu,euskara
ezaguna,euskara
argitaratu,euskara
"zuen,",euskara
ahozko,euskara
literaturan,euskara
oinarrituta.,euskara
Eta,euskara
ez,euskara
zen,euskara
haurrei,euskara
zuzendutako,euskara
beste,euskara
argitalpenik,euskara
egon,euskara
euskaraz,euskara
1890,euskara
.,euskara
urtean,euskara
A.,euskara
Apaolazak,euskara
Patxiko,euskara
Txerren,euskara
argitaratu,euskara
zuen,euskara
arte,euskara
(86,euskara
urteko,euskara
"tartean,",euskara
hain,euskara
zuzen).,euskara
XX.,euskara
mendean,euskara
gure,euskara
literaturaren,euskara
egoera,euskara
erabat,euskara
aldatu,euskara
zen.,euskara
Lehen,euskara
Euskal,euskara
Pizkundeak,euskara
XIX.,euskara
mendearen,euskara
bukaeratik,euskara
XX.,euskara
mendean,euskara
zehar,euskara
zabaldu,euskara
"zen,",euskara
Francoren,euskara
estatu,euskara
kolpea,euskara
eta,euskara
Espainiako,euskara
Gerra,euskara
Zibila,euskara
gertatu,euskara
arte.,euskara
Bultzatzaileen,euskara
"artean,",euskara
Anton,euskara
Abbadia,euskara
",",euskara
Seber,euskara
Altube,euskara
",",euskara
Sabin,euskara
Arana,euskara
",",euskara
Resurreccion,euskara
Maria,euskara
Azkue,euskara
",",euskara
Arturo,euskara
Campion,euskara
",",euskara
Andima,euskara
Ibiñagabeitia,euskara
",",euskara
Sorne,euskara
Unzueta,euskara
",",euskara
Julio,euskara
de,euskara
Urquijo,euskara
eta,euskara
Iokin,euskara
Zaitegi,euskara
ditugu,euskara
garai,euskara
guztian,euskara
zehar.,euskara
Testuinguru,euskara
horretan,euskara
egin,euskara
zen,euskara
1918an,euskara
Oñatiko,euskara
Sancti,euskara
Spiritus,euskara
unibertsitatean,euskara
Euskal,euskara
Ikasketen,euskara
Lehen,euskara
Kongresua,euskara
",",euskara
eta,euskara
bera,euskara
izan,euskara
zen,euskara
Euskaltzaindia,euskara
eta,euskara
Eusko,euskara
Ikaskuntza,euskara
ren,euskara
sorrreraren,euskara
abiapuntua.,euskara
Euskaraz,euskara
egindako,euskara
irakaskuntza,euskara
zabaladu,euskara
zen,euskara
eta,euskara
literatura,euskara
lantzeko,euskara
bide,euskara
berrian,euskara
sortu,euskara
ziren.,euskara
Garai,euskara
horretan,euskara
izen,euskara
handi,euskara
batzuk,euskara
ditugu:,euskara
Xabier,euskara
Lizardi,euskara
",",euskara
Lauaxeta,euskara
",",euskara
Orixe,euskara
",",euskara
Antonio,euskara
Maria,euskara
Labaien,euskara
.,euskara
Idazle,euskara
hauek,euskara
hizkuntza,euskara
literarioa,euskara
beste,euskara
maila,euskara
batera,euskara
eraman,euskara
zuten.,euskara
Gerrarekin,euskara
"batera,",euskara
hau,euskara
da,euskara
1936tik,euskara
"aurrera,",euskara
hirurogeigarren,euskara
hamarkada,euskara
"arte,",euskara
euskal,euskara
literatura,euskara
Hegoaldean,euskara
erbestean,euskara
edo,euskara
katakonbetan,euskara
gelditu,euskara
zen.,euskara
Garai,euskara
ilun,euskara
horretan,euskara
erbestetik,euskara
idazle,euskara
batzuek,euskara
euskal,euskara
literatura,euskara
zabaltzen,euskara
aritu,euskara
"ziren,",euskara
esaterako,euskara
Iokin,euskara
Zaitegi,euskara
",",euskara
Telesforo,euskara
Monzon,euskara
",",euskara
Salbatore,euskara
Mitxelena,euskara
",",euskara
Orixe,euskara
.,euskara
Ipar,euskara
Euskal,euskara
Herrian,euskara
literatura,euskara
bide,euskara
tradizionaletan,euskara
gordetzen,euskara
zen,euskara
salbuespen,euskara
batzuekin:,euskara
Txomin,euskara
Peillen,euskara
"eta,",euskara
batez,euskara
"ere,",euskara
Jon,euskara
Mirande,euskara
.,euskara
"Prentsan,",euskara
Piarres,euskara
Lafittek,euskara
Herria,euskara
aldizkaria,euskara
zuzendu,euskara
zuen.,euskara
Haur,euskara
nahiz,euskara
gazteentzako,euskara
lanak,euskara
idazten,euskara
hasi,euskara
ziren,euskara
idazten,euskara
bertako,euskara
egileak:,euskara
Kirikiñoren,euskara
Abarrak,euskara
"(1918),",euskara
Xabiertxo,euskara
"(1925),",euskara
Ixaka,euskara
Lopez,euskara
de,euskara
Mendizabalek,euskara
idatzia,euskara
eta,euskara
Jon,euskara
Zabalo,euskara
“Txiki”k,euskara
"ilustratua,",euskara
Gregorio,euskara
Mujikaren,euskara
Pernando,euskara
Amezketarra,euskara
.,euskara
Bere,euskara
ateraldi,euskara
eta,euskara
gertaerak,euskara
"(1927),",euskara
Txomin,euskara
Arlote,euskara
"(1929),",euskara
Alejandro,euskara
Bilbaok,euskara
(“Erramun,euskara
Maruri”),euskara
"idatzia,",euskara
Dar-Dar-Dar,euskara
(1929).,euskara
"Halaber,",euskara
euskarazko,euskara
lehen,euskara
antzezlana,euskara
garai,euskara
hartakoa,euskara
da:,euskara
Nekane,euskara
edo,euskara
Neskuntzaren,euskara
babesa,euskara
(,euskara
Tene,euskara
Mujika,euskara
",",euskara
1922).,euskara
1950eko,euskara
hamarkadaren,euskara
"bukaeran,",euskara
idazle-belaunaldi,euskara
berria,euskara
jaio,euskara
"zen,",euskara
tartean,euskara
Gabriel,euskara
Aresti,euskara
.,euskara
Hark,euskara
Harri,euskara
eta,euskara
Herri,euskara
(,euskara
1964,euskara
),euskara
bere,euskara
liburuan,euskara
Europan,euskara
modan,euskara
zegoen,euskara
gizarteko,euskara
poesia,euskara
jorratu,euskara
zuen.,euskara
Era,euskara
"berean,",euskara
antzerkiari,euskara
ekin,euskara
zioten,euskara
talde,euskara
batzuekin,euskara
edo,euskara
Ez,euskara
Dok,euskara
Amairu,euskara
",",euskara
"""",euskara
Euskal,euskara
Kantagintza,euskara
Berria,euskara
"""",euskara
izeneko,euskara
mugimenduaren,euskara
sortzaileekin,euskara
ere,euskara
harreman,euskara
estuak,euskara
izan,euskara
zituen.,euskara
Eleberriei,euskara
"buruz,",euskara
Txillardegiren,euskara
Leturiaren,euskara
egunkari,euskara
ezkutua,euskara
(,euskara
1957,euskara
),euskara
lehendabiziko,euskara
euskal,euskara
eleberri,euskara
modernoa,euskara
"da,",euskara
existentzialismo,euskara
ereduak,euskara
jarraitzen,euskara
duena.,euskara
Gero,euskara
Ramon,euskara
Saizarbitoriaren,euskara
Egunero,euskara
hasten,euskara
delako,euskara
eta,euskara
Ehun,euskara
metro,euskara
(,euskara
Nouveau,euskara
Roman,euskara
mugimenduaren,euskara
eragina,euskara
"dutenak),",euskara
Arantxa,euskara
Urretabizkaia,euskara
eta,euskara
Anjel,euskara
Lertxundi,euskara
agertu,euskara
ziren.,euskara
Panorama,euskara
zail,euskara
hori,euskara
Franco,euskara
hil,euskara
ondoren,euskara
nolabait,euskara
aldatu,euskara
"zen,",euskara
bai,euskara
Hegoaldean,euskara
baita,euskara
ere,euskara
Iparraldean.,euskara
XX.,euskara
mendeko,euskara
azken,euskara
hogeita,euskara
bost,euskara
urtetan,euskara
estilo,euskara
eta,euskara
genero,euskara
ugariko,euskara
idazleak,euskara
agertu,euskara
ziren.,euskara
Horien,euskara
"artean,",euskara
egile,euskara
garaikiderik,euskara
ospetsuena,euskara
Bernardo,euskara
Atxaga,euskara
"dugu,",euskara
haren,euskara
lanak,euskara
hainbat,euskara
hizkuntzatara,euskara
itzulita,euskara
argitaratu,euskara
"baitizkiote,",euskara
baina,euskara
beste,euskara
asko,euskara
euskal,euskara
literaturari,euskara
benetako,euskara
aldaketa,euskara
eta,euskara
maila,euskara
eman,euskara
diote.,euskara
Izen,euskara
batzuk,euskara
"aipatzearren,",euskara
Joseba,euskara
Sarrionandia,euskara
",",euskara
Xabier,euskara
Lete,euskara
",",euskara
Unai,euskara
Elorriaga,euskara
",",euskara
Joxemari,euskara
Iturralde,euskara
",",euskara
Laura,euskara
Mintegi,euskara
",",euskara
Itxaro,euskara
Borda,euskara
",",euskara
Pako,euskara
Aristi,euskara
",",euskara
Aingeru,euskara
Epaltza,euskara
",",euskara
Patziku,euskara
Perurena,euskara
",",euskara
Kirmen,euskara
Uribe,euskara
",",euskara
Eider,euskara
Rodriguez,euskara
",",euskara
Uxue,euskara
Alberdi,euskara
",",euskara
Jokin,euskara
Muñoz,euskara
...,euskara
ezagunenak,euskara
dira.,euskara
[,euskara
163,euskara
],euskara
"Bestela,",euskara
herrialdean,euskara
osorik,euskara
hartzen,euskara
duen,euskara
liburu,euskara
azoka,euskara
eta,euskara
literaturaren,euskara
inguruko,euskara
topagunea,euskara
dugu,euskara
urtero,euskara
Durangoko,euskara
Azoka,euskara
.,euskara
Maila,euskara
"txikiagoan,",euskara
Sarako,euskara
Idazleen,euskara
Biltzarra,euskara
",",euskara
Zarauzko,euskara
Literaturia,euskara
eta,euskara
Eako,euskara
poesia,euskara
egunak,euskara
ere,euskara
aipagai,euskara
dira.,euskara
Bernart,euskara
Etxepareren,euskara
Linguae,euskara
vasconum,euskara
primitiae,euskara
liburuko,euskara
Kontrapas,euskara
olerkia.,euskara
Gero,euskara
",",euskara
Axularren,euskara
lan,euskara
nagusia,euskara
eta,euskara
gure,euskara
literaturaren,euskara
benetako,euskara
klasikoa.,euskara
Txillardegi,euskara
1999,euskara
egindako,euskara
aurkezpen,euskara
publiko,euskara
batean.,euskara
Xabiertxo,euskara
liburuak,euskara
garai,euskara
berri,euskara
bat,euskara
ireki,euskara
zuen.,euskara
Itxaro,euskara
Borda.,euskara
Bernardo,euskara
Atxaga,euskara
Euskal,euskara
Herritik,euskara
kanpo,euskara
idazle,euskara
euskaldun,euskara
ezagunena.,euskara
Joseba,euskara
Sarrionandia,euskara
",",euskara
betiko,euskara
iheslaria.,euskara
Xola,euskara
",",euskara
Bernardo,euskara
Atxagaren,euskara
pertsonaia.,euskara
Euskal,euskara
Herriko,euskara
erdal,euskara
literaturak,euskara
Euskal,euskara
Herriko,euskara
erdal,euskara
literaturetan,euskara
ere,euskara
baditugu,euskara
egile,euskara
handien,euskara
izenak.,euskara
Erdi,euskara
Aroan,euskara
gaztelaniaz,euskara
idatzi,euskara
zuen,euskara
Gonzalo,euskara
de,euskara
Berceo,euskara
Errioxako,euskara
idazlea,euskara
ziur,euskara
aski,euskara
euskalduna,euskara
zen.,euskara
Geroztik,euskara
mendez,euskara
mende,euskara
asko,euskara
izan,euskara
dira,euskara
gaztelaniaz,euskara
idatzi,euskara
"dutenak,",euskara
"esaterako,",euskara
Felix,euskara
Maria,euskara
Samaniego,euskara
",",euskara
Francisco,euskara
Navarro,euskara
Villoslada,euskara
",",euskara
Miguel,euskara
de,euskara
Unamuno,euskara
",",euskara
Pio,euskara
Baroja,euskara
",",euskara
Isidoro,euskara
Fagoaga,euskara
",",euskara
Juan,euskara
Larrea,euskara
",",euskara
Ignacio,euskara
Aldekoa,euskara
",",euskara
Blas,euskara
de,euskara
Otero,euskara
